,store_id,store_name,genre,rate,review_cnt,review
0,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,神楽坂にある小さなバー。14時営業開始。食べログバー部門全国1位。非常に居心地がよかったです。良心的価格で超オススメ。今調べたらオーナーの新橋さんは「銀座テンダー」という老舗バーの名物バーテンダーだったらしく、10年前に独立したそうです。あらゆる大会を総なめして世界大会で優勝した超大物らしい。全然知らずに来店したのですが、彼の接客は丁重かつ低姿勢で良い意味で大物感が全然なく、一見の僕でも色々おしゃべりを楽しむ事ができました。平日14時過ぎに来店。カウンターは計4名で満席。カクテル初心者の僕は全てを新橋さんにおまかせしたら、好みを色々聞かれて3種類カクテルを作ってもらいました。「ブンタン1個を目の前で生絞りしたフルーツカクテル」「ホワイトレディ」「ジャックローズ」の3つに、テーブルチャージ1000円を合わせて、税込5300円！安すぎてビビったｗｗ僕以外の3名は新橋さんに顔を覚えられてる常連さん。安くて居心地いいから常連がつくのは当然だね。昼からこういうバーで飲み慣れてる人達だから、客層も非常に良かったです。「神楽坂」という場所も、六本木・麻布etcと比べて客層が良さそう。おそらく退店待ちの予約電話が数件かかってきてたけど、急いで追い出すような雰囲気は全くなく、ゆっくりお酒を楽しめました。僕はカクテルを飲んだ経験がほぼ0だからよくわからんけど、氷が細かく砕かれたカクテルはどれも非常に美味しかったです。いつまでも続いてほしい店。
1,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,緊急事態宣言の解除後に伺いました。長いお休みでサンルーカルバーでお酒を頂きたいと言う禁断症状が出ておりましたので、僅かな時間しかありませんでしたが足が勝手に神楽坂に向かっていました。店内はきっと同じ事を思っているお客さんで一杯でした。カウンターの端に腰を下ろして先ずは一杯。・ ドライマティーニ五臓六腑に染み渡るとは正にこの事ですね。美味しいです。・ ロイヤルハウスホールド ソーダ割りなぜでしょう。家で頂くソーダ割りと味に違いがあります。もちろん、バーで頂くとより美味しく感じます。滞在時間は15分ほどでしょうか。心は充分満たされました。
2,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,Instagram (bottan222)ーーーーーーーーーーーーー2021/06　２ヶ月ぶりの ”サンルーカル バー” さん、前回、伺ったのは緊急事態宣言が出される前日の４月２４日です、今日は解除されてから１週間経ちました、レ・ピコロさんで食事が終わったのが１８時２０分、上手くすれば１杯だけ飲めるかもと伺いました。”サンルーカル バー” さんに着いたのが丁度ラストオーダーの１８時半、滑り込みセーフでした(笑)、久しぶりですので夫婦揃って 「ギムレット」 をお願いしました。やっぱ、新橋さんの作る 「ギムレット」 は美味しいですね、涙が出るぐらい嬉しいですね、これからもこのギムレットを飲めることを願うばかりです。おっと、１９時が近づいてきました、この辺で失礼しましょう、今度は１５時ぐらいに伺って３～４杯は頂きたいですね、今日もありがとうございました、また伺います。
3,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,初訪2年位前にTV番組で紹介されていた際にBM。何時かは訪問してみたかったバー...【4.34：2021Mar】は全国ブッチギリのTop Barとなります。地下鉄東西線「神楽坂駅」から30歩位。開店時間の1400にお邪魔してみました...同時に入店されたのは、常連様と思える2名様。店内、直線カウンター：4席（通常は8席？）、テーブル：4席x1 の設定をマスターとお弟子さんの2名体制で、意外とコジンマリ...昼間という事もあり1Fの店舗は、バーとしては明るくカジュアルな感じ。女性のお一人様でも入りやすそうです。開店の30分前にTEL予約した事もあり、カウンター中央席（マスターの所作が50cm以内の近さで拝めました...）のアリーナ席へ通されました。頂いたのは、・マンハッタン・マティーニ2杯ともマスターに作って頂きました。恐縮です...頂いた所感は、【マンハッタン】・bitter系の隠し味は無しで、ウィスキー+ベルモットのみのシンプルな組合せ。・所作は全体的に流れるようで、ボトルを扱う姿が特に美しく感じます。・口の中で、甘味~苦味に変化して華やかな感じ。・感想を申し上げたところ、隠し味を入れると味に輪郭が出来てしまうとの事で、マスターの求めるのは「味わいの広がり」との...・見事にマスターの術中に嵌ってしまったようですが、記憶に残る7杯目のマンハッタンとなりました。【マティーニ】・マンハッタンを頂いている際に、マスターとの会話の中でマティーニの話があったので2杯目もスタンダード系をお願いです。・マンハッタン同様、甘味~苦味に変化していきますが、ベースがジンになる事で力強い風味になります。・あまり呑まないカクテルなので、比較対象は殆どないですが、マンハッタンとの呑み比べの組合せは改めて面白いかも？と思った次第...退店1530、残3組4名様。お会計は4千円切りでした。銀座や北新地より2-3割位安いですね...初心者ながら、Top  Bar たる所以を自分なりに感じたのは、※ カクテルの味わい+マスターの所作は勿論ですが、・基本、マスターが店舗にいらっしゃり、カクテルを作ってくれる。・店舗の規模もありますが、スタッフと客との程良い距離感。・オーセンティックでありながら、明るい開放感の意匠。・リーズナブルなお値段設定なのでしょうかね？2杯目にマティーニを頂いた事もあり、銀座の名門バーへ思いつきで行ってしまいます...
4,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,神楽坂駅の目の前、PM2:00から開いてる「Sanlucar BAR」虎白の後、神楽坂を少し登る途中に電話連絡を入れて、カウンター席１名分に潜り込みました。バーテンダー世界チャンピオンの新橋さんが振る昼飲みの聖地へ開店と同時に先頭で入店、凜とした所作のマスターを凝視しちゃいました(^^;正に学生の頃から社会人数年迄は、自分でシェーカーや機材を用意してカクテルを作っていたので使う酒から調合から振り方まで気になります。カウンター５席テーブル１卓は程なくして満席。◇アレキサンダーミルクや卵黄を使ったカクテルは、使う素材や振り方で雲泥の差が有ります。新橋さんの振り方は教本に有る様な八の字では無く、意外と直線的な動きですが振りの途中、微妙にシェーカーの底を上下させて直線的に見えて中身は八の字に振れているそして氷の砕け方と気泡の入り方が芸術的で・・1～2mmの氷の粒が均一に表面に浮いています。ヘネシーをメインにした強めのカクテルですが、途方もなく滑らかな味そしてこちらの方は全く計量カップを使わない、お客の様子を見て配合を変えている様子そして振っている時のマスターがシェーカーを凝視する眼光の鋭さと普段の物腰の柔らかさは必見◇ホワイトレディーこちらの真骨頂と言えるカクテルです。◇アブサンの水割りニガヨモギを使うアブサンは麻薬物質が配合されているので、一時期販売禁止になりましたが製法が改良されて近年、再販されていると聞いていたので・・試しに頼んでみました。奥の方から出て来ましたが、出てきた物は元祖スイス製でした。以前有った合成では無いので・・あのオパール色の水割りが楽しめます。オールドファッションドグラスにアブサンを注ぎ、穴の開いたスプーンに角砂糖の小片を配置ミネラルウオーターで少し湿らせた後・・溶け始めた砂糖と一緒に少しずつ注ぎきります。緑色に透き通ったアブサンは、次第にオパール色を帯びてきて、丁度傾いてきた太陽光線に照らされて綺麗微妙にステアしながら完成。　そーする事で最初の飲み口と後半で味の変化も楽しめます。店に入った途端、Bill Evans Trioが流れていた時点で・・ここは俺の店だ。　凄く良いでもシガーが吸えないBARって何だか寂しい。
5,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,オーセンティックバーを始めとした名店と言えるバーの多い神楽坂界隈にあって、名実ともにナンバーワンと言えるオーセンティックバー。世界大会で優勝した日本プロバーテンダー協会の幹部も務めるオーナーバーテンダーが、師匠の銀座名店バーから独立してこの店を開業してから今年で10年。昼の14時から営業し23時には閉店する斬新なスタイルを世に出したバーとして、新しいバー文化の発信拠点にもなっている店。
6,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,最近BSで映画「カサブランカ」を見た。伝説にもなった名セリフも。その中の「君の瞳に乾杯」。ハンフリー・ボガードが。美人女優のイングリッド・バーグマンに。臆面も無くつぶやく。このセリフは映画で何度か登場。今ではキザの代名詞にも。原語はCheers! Looking at you、kids。瞳とは言っていないが。Kidは子供ではなくて。娘＝お嬢さんと言う意味だろう。雰囲気を盛り上げるために。瞳と訳した。実際カクテルにはムーディーな。演出効果がある。カクテルを飲むのであれば。許されるセリフ。カクテルに集中していると。静かに時が流れる。彼はシェイクの時だけはハード。物腰は極めてソフト。この空間に惚れる人達が多い。聞こえる曲はメロウで情感。早い午後にしてはムーディな歌声。すっきりとした、まるでプライベートバー。帳が降りれば誰かしら。君の瞳に乾杯と言うだろう。○かぼす、モスコミュール○マティーニ
7,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,"twitter ID :  jigenace777Instagram ID : jigenace777 高円寺で昼飲みの後、「ジゲンさん、サンルーカル行ってみませんか？」「？　神楽坂？」「そうそう」「もうヘロヘロだけど、一杯なら。。。というか、予約できないよね？」「そうなんですよね。行き当たりばったりで席が空いていればラッキーですね」「東西線一本で行けるから、トライしてみましょうか？」銀座の老舗オーセンティックバーTENDER出身のマスターが営む当店。予約不可かつ人気店なので、なかなか席が確保できない一軒です。この日は運良くテーブルが空いていました。ラッキー！オーセンティックバーとしては比較的明るい店内。カウンター7席、テーブル1卓。コロナ対策に、現在カウンターは5卓にしています。バックバーには一般的な酒が並んでいます。◆ベリーニ (2,000円 税込)この日、果物は何があるか尋ねたら「桃があります」とのことでしたので、さっぱりとしたベリーニで。◆チャージ (1,000円 税込)バーのお通しって、なぜか煎餅や乾き物が多いですね。ベリーニに合わないんですけど。ほぼ手をつけず、勿体ないですね。そうそう、バーの写真は得意な方ですが、このベリーニについては、なぜか、クリアーに撮れてないのが、ちょっと不満です。（笑）"
8,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,2020年8月28日（金）ディジェスティフ。相方と。あげづきでとんかつを食べたあと、せっかく神楽坂にいるので、どこか良いバーで飲んで行こうと、検索してこの店へ。カウンター席もテーブル席も空いていて、少し迷ったが、テーブル席に座った。入った時にはビリー・ホリデイが掛かっていて、何曲目かに「イージー・リヴィング」が流れていた。1杯目。僕：ギムレット、相方：ギムレット・ハイボール。店のお薦めを訊いて、遣り取りした結果そういう選択になった。ギムレットは、ちゃんと甘いギムレット。とてもおいしい。うまく言えないが、完全に一つの飲み物として調和している。ジンはゴードンを使っていた。ライムは見ていなかったのでわからなかった。一方、ギムレット・ハイボールはすっきり・さっぱり。あまり特徴はなかったが、くいくい飲める一杯だった。2杯目。僕：ダイキリ、相方：シンガポール・スリング。シンガポール・スリングはラッフルズホテルふうの甘いものともう1種類あると言われたが、相方はラッフルズホテルふうを頼んでいた。ダイキリもシンガポール・スリングもおいしかった。店内はほどなく満席に。ビリー・ホリデイのあと、デューク・エリントンが掛かって、ベニー・グッドマンの「ムーングロウ」と「メモリーズ・オヴ・ユー」が掛かって、やがてトミー・ドーシーの「アイム・ゲッティング・センティメンタル・オーヴァー・ユー」が流れた。ミスター・センティメンタル。いつ聴いてもしんみりしてしまう曲。21時20分くらいにラストオーダーと言われて精算。会計は7920円で、1万円札で払うと、20円負けてくれた。丁重に送り出されて、夏の終わりの神楽坂を下った。と、そこまでは良かったのだが、中央線が人身事故で止まっていて、スムーズに帰宅できなかった。でもなかなか楽しい夜だった。今日判明した新型コロナの感染者は、東京では226人、全国では870人。沖縄県は29日までの予定だった緊急事態宣言を9月5日まで再延長すると発表した。でも今日の午後は、首相辞任のニュースで一色に染まってしまった。
9,00001,サンルーカルバー,神楽坂駅 86m / バー,4.34,163,うどんが主食の公式ブログ　https://alwaysudon.com/kawada-ningyocho/ うどんが主食のYouTube　https://www.youtube.com/user/techno9353/featuredうどんが主食の公式メルマガ　http://alwaysudon.online/mailmagazine/コロナのおかげでいろんなことが変わってしまった。閉店してしまったお店も多いが、唯一、ありがたいことといえば、結構入れるようになったこと。この店もいつ行っても満席で、何年も行けなかったのだが・・・今回前を通りかかったので覗いたら空席がありました。マッカランのハイボールから、オレンジとピーチのカクテルスイカのブルドッグ。やっぱ、新橋さんは最高ですね。
